id,country,region,year,title,budget,expense,sdg,samoa,solution,donors
00051467,BRB,Caribbean,2012,Enhancing Caribbean Resilience,2470440,1874702,13,2;4,Others,"GOVERNMENT OF ITALY;UNITED NATIONS EDUCATIONAL, SCIENTIFIC & CULTURAL ORGANIZATION"
00051472,BRB,Caribbean,2012,Youth-Innovation Caribbean Network for Youth Development,1182592,1306346,1,1,Others,GOVERNMENT OF ITALY;GOVERNMENT OF NORWAY;UNITED NATIONS DEVELOPMENT PRO
00066147,BRB,Caribbean,2012,Small Island Dev'ing States Sustainable Energy for all,398167,290171,13,2;4,Others,Australian DFAT;BAR-GOVERNMENT OF BARBADOS;GOVERNMENT OF NORWAY;GOVERNMENT OF UNITED KINGDOM;ORGANIZATION OF AMERICAN STATES;UNITED NATIONS DEVELOPMENT PRO
00040957,BRB,Caribbean,2012,Sustainable Land Management BRB,335000,280564,13,2;4,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00040170,BRB,Caribbean,2012,Poverty & Social Sector Development in the OECS,330250,275159,1,1,Others,OPEC Fund for International Development;UNITED NATIONS DEVELOPMENT PRO
00060127,BRB,Caribbean,2012,Caribbean capacity development in citizen Security,157781,102119,,,Others,CANADIAN INTERNATIONAL DEVELOPMENT AGENCY;UNITED NATIONS DEVELOPMENT PRO;UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)
00060048,BRB,Caribbean,2012,Support to Poverty Assessment & Reduction in Caribbean,156294,141844,,,Others,UNITED NATIONS DEVELOPMENT PRO
00040126,BRB,Caribbean,2012,Caribbean Regional Unit for Technical Assistance,124595,111107,,,Others,GOVERNMENT OF FRANCE;INTERNATIONAL FUND FOR AGRICULTURAL DEVELOPMENT
00038944,BRB,Caribbean,2012,Second National Communication BRB,115000,63464,13,2;4,Others,Global Environment Fund Truste
00070862,BRB,Caribbean,2012,Technical Support to UNISDR in the Caribbean,75000,75000,,,Others,United Nations International Strategy for Disaster Reduction
00069819,BRB,Caribbean,2012,Climate Change Negotiations,74400,34947,,,Others,UNITED NATIONS DEVELOPMENT PRO
00058109,BRB,Caribbean,2012,Governance Capacity Development : SIDS,39529,0,,,Others,UNITED NATIONS DEVELOPMENT PRO
00070504,BRB,Caribbean,2012,GEF Project Development,39100,38598,7,3,Others,UNITED NATIONS DEVELOPMENT PRO
00046496,BRB,Caribbean,2012,Coordination for Results,37913,11461,,,Others,United Nations High Commissioner for Human Rights (UNHCHR)
00038816,BRB,Caribbean,2012,Refrigerant Management Plan BRB,24313,21388,,,Others,MONTREAL PROTOCOL
00058157,BRB,Caribbean,2012,Climate Change Negotiations,13899,-822,,,Others,UNITED NATIONS DEVELOPMENT PRO
00060824,BRB,Caribbean,2012,Post-Tomas Recovery in St. Vincent & the Grenadines,13714,9319,,,Others,UNITED NATIONS DEVELOPMENT PRO
00011307,BRB,Caribbean,2012,National Biodiversity Strategy for Grenada,4888,0,,,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00044752,BRB,Caribbean,2012,Preparatory Assistance For HIV and AIDS Programming OECS,3079,0,,,Others,UNITED NATIONS DEVELOPMENT PRO
00011326,BRB,Caribbean,2012,Economic and Financial Management,1,-14416,,,Others,BAR-GOVERNMENT OF BELIZE;BAR-GOVERNMENT OF ST. LUCIA;BAR-GOVT OF ST VINCENT & THE GRENADIN;BAR-GOVT OF THE BRITISH VIRGIN;DEPARTMENT FOR INTERNATIONAL DEVELOPMENT (DFID);GOVERNMENT OF ANGUILLA
00051472,BRB,Caribbean,2013,Youth-Innovation Caribbean Network for Youth Development,2156699,1372441,1,1,Others,GOVERNMENT OF ITALY;GOVERNMENT OF NORWAY;UNITED NATIONS DEVELOPMENT PRO
00051467,BRB,Caribbean,2013,Enhancing Caribbean Resilience,1786694,1459095,13,2;4,Others,"GOVERNMENT OF ITALY;UNITED NATIONS EDUCATIONAL, SCIENTIFIC & CULTURAL ORGANIZATION"
00051479,BRB,Caribbean,2013,Regional Risk Reduction Initiative,472576,105656,13,2;4,Others,EUROPEAN COMMISSION;UNDETERMINED;UNITED NATIONS DEVELOPMENT PRO
00074909,BRB,Caribbean,2013,Capacity Building of Small Island Developing States (SIDS) Climate Change Negotiators,393322,393322,13,2;4,Others,"AUSTRALIAN GOVERNMENT DEPARTMENT OF INDUSTRY, INNOVATIVE, CLIMATE CHANGE, SCIENCE RESEARCH AND TERTIARY EDUCATION;DEPARTMENT FOR INTERNATIONAL DEVELOPMENT (DFID)"
00038944,BRB,Caribbean,2013,Second National Communication BRB,237050,132766,13,2;4,Others,Global Environment Fund Truste
00040170,BRB,Caribbean,2013,Poverty & Social Sector Development in the OECS,213911,195831,1,1,Others,OPEC Fund for International Development;UNITED NATIONS DEVELOPMENT PRO
00046496,BRB,Caribbean,2013,Coordination for Results,118037,73075,,,Others,United Nations High Commissioner for Human Rights (UNHCHR)
00073332,BRB,Caribbean,2013,Strengthening Capacity to Monitor Human Development,100406,94465,,,Others,UNITED NATIONS DEVELOPMENT PRO
00075738,BRB,Caribbean,2013,Preparation for 2014 SIDS Conference,75658,35607,,,Others,GOVERNMENT OF TURKEY;UNITED NATIONS DEVELOPMENT PRO
00040957,BRB,Caribbean,2013,Sustainable Land Management BRB,40000,28571,13,2;4,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00066303,BRB,Caribbean,2013,Engaging Caribbean Youth on citizens’ security,31000,25313,16,1;13,Others,UNITED NATIONS DEVELOPMENT PRO
00070504,BRB,Caribbean,2013,GEF Project Development,30000,17661,7,3,Others,UNITED NATIONS DEVELOPMENT PRO
00077695,BRB,Caribbean,2013,Operational Coordination for Biennial Water Conference,28516,28516,17,16,Others,Global Environment Fund Truste
00069819,BRB,Caribbean,2013,Climate Change Negotiations,18800,0,,,Others,UNITED NATIONS DEVELOPMENT PRO
00074562,BRB,Caribbean,2013,Community Alerts - Integrated Early Warning Systems,10102,10423,,,Others,European Civil Protection & Humanitarian Aid Operations;UNITED NATIONS DEVELOPMENT PRO
00066147,BRB,Caribbean,2013,Small Island Dev'ing States Sustainable Energy for all,8145,7453,13,2;4,Others,Australian DFAT;BAR-GOVERNMENT OF BARBADOS;GOVERNMENT OF NORWAY;GOVERNMENT OF UNITED KINGDOM;ORGANIZATION OF AMERICAN STATES;UNITED NATIONS DEVELOPMENT PRO
00040608,BRB,Caribbean,2013,Governance Reform in the OECS,1,-2226,,,Others,BRITISH COMMISSION;UNITED NATIONS DEVELOPMENT PRO
00044752,BRB,Caribbean,2013,Preparatory Assistance For HIV and AIDS Programming OECS,1,-7547,,,Others,UNITED NATIONS DEVELOPMENT PRO
00060824,BRB,Caribbean,2013,Post-Tomas Recovery in St. Vincent & the Grenadines,1,718,,,Others,UNITED NATIONS DEVELOPMENT PRO
00060921,BRB,Caribbean,2013,Strengthening National Planning and Implementation,1,1407,,,Others,UNITED NATIONS DEVELOPMENT PRO
00040126,BRB,Caribbean,2013,Caribbean Regional Unit for Technical Assistance,0,2158,,,Others,GOVERNMENT OF FRANCE;INTERNATIONAL FUND FOR AGRICULTURAL DEVELOPMENT
00074562,BRB,Caribbean,2014,Community Alerts - Integrated Early Warning Systems,689446,666917,,,Others,European Civil Protection & Humanitarian Aid Operations;UNITED NATIONS DEVELOPMENT PRO
00051467,BRB,Caribbean,2014,Enhancing Caribbean Resilience,326339,308007,13,2;4,Others,"GOVERNMENT OF ITALY;UNITED NATIONS EDUCATIONAL, SCIENTIFIC & CULTURAL ORGANIZATION"
00074909,BRB,Caribbean,2014,Capacity Building of Small Island Developing States (SIDS) Climate Change Negotiators,305182,271980,13,2;4,Others,"AUSTRALIAN GOVERNMENT DEPARTMENT OF INDUSTRY, INNOVATIVE, CLIMATE CHANGE, SCIENCE RESEARCH AND TERTIARY EDUCATION;DEPARTMENT FOR INTERNATIONAL DEVELOPMENT (DFID)"
00051472,BRB,Caribbean,2014,Youth-Innovation Caribbean Network for Youth Development,219277,218779,1,1,Others,GOVERNMENT OF ITALY;GOVERNMENT OF NORWAY;UNITED NATIONS DEVELOPMENT PRO
00079908,BRB,Caribbean,2014,Caribbean Tsunami Information Centre,194400,69567,1;13,1;2;4,Enhance national prevention and recovery capacities for resilient societies,"UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS EDUCATIONAL, SCIENTIFIC & CULTURAL ORGANIZATION;UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)"
00078661,BRB,Caribbean,2014,Eastern Caribbean Recovery Project,170000,143498,,,Others,UNITED NATIONS DEVELOPMENT PRO
00066303,BRB,Caribbean,2014,Engaging Caribbean Youth on citizens’ security,169987,147981,16,1;13,Others,UNITED NATIONS DEVELOPMENT PRO
00080820,BRB,Caribbean,2014,Caribbean Energy Efficiency Lighting,136425,136798,7,3,Others,GOVERNMENT OF DENMARK;UNITED NATIONS DEVELOPMENT PRO
00040170,BRB,Caribbean,2014,Poverty & Social Sector Development in the OECS,100000,102970,1,1,Others,OPEC Fund for International Development;UNITED NATIONS DEVELOPMENT PRO
00075168,BRB,Caribbean,2014,IP Solar Photovoltaic Systems in Public Buildings,95777,95777,,,Others,Global Environment Fund Truste
00075631,BRB,Caribbean,2014,Strengthening Capacity in Post Disaster Needs Assessment,57294,29307,13,2;4,Others,UNITED NATIONS DEVELOPMENT PRO;WORLD BANK (INT'L. BANK FOR RECONSTRUCTION & DEVELOPMENT)
00038944,BRB,Caribbean,2014,Second National Communication BRB,53620,24900,13,2;4,Others,Global Environment Fund Truste
00051479,BRB,Caribbean,2014,Regional Risk Reduction Initiative,53394,-1908,13,2;4,Others,EUROPEAN COMMISSION;UNDETERMINED;UNITED NATIONS DEVELOPMENT PRO
00082506,BRB,Caribbean,2014,Supporting Multidimensional Poverty Measurement,46000,40126,1,1,Others,UNITED NATIONS DEVELOPMENT PRO
00046496,BRB,Caribbean,2014,Coordination for Results,41841,41054,,,Others,United Nations High Commissioner for Human Rights (UNHCHR)
00077695,BRB,Caribbean,2014,Operational Coordination for Biennial Water Conference,37585,-8224,17,16,Others,Global Environment Fund Truste
00011336,BRB,Caribbean,2014,Economic and Financial Management,31099,31099,,,Others,EUROPEAN ECONOMIC COMMUNITY;UNDETERMINED
00060127,BRB,Caribbean,2014,Caribbean capacity development in citizen Security,30578,29142,,,Others,CANADIAN INTERNATIONAL DEVELOPMENT AGENCY;UNITED NATIONS DEVELOPMENT PRO;UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)
00011324,BRB,Caribbean,2014,MicroStart Pilot Project - Phase 1,27243,27240,,,Others,GOVERNMENT OF CANADA;UNITED NATIONS DEVELOPMENT PRO
00011312,BRB,Caribbean,2014,Community Infrastructure and H.R Development,2489,72,,,Others,GOVERNMENT OF DOMINICA;UNITED NATIONS DEVELOPMENT PRO
00040957,BRB,Caribbean,2014,Sustainable Land Management BRB,321,79,13,2;4,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00066147,BRB,Caribbean,2014,Small Island Dev'ing States Sustainable Energy for all,20,-21,13,2;4,Others,Australian DFAT;BAR-GOVERNMENT OF BARBADOS;GOVERNMENT OF NORWAY;GOVERNMENT OF UNITED KINGDOM;ORGANIZATION OF AMERICAN STATES;UNITED NATIONS DEVELOPMENT PRO
00058109,BRB,Caribbean,2014,Governance Capacity Development : SIDS,1,-43,,,Others,UNITED NATIONS DEVELOPMENT PRO
00060048,BRB,Caribbean,2014,Support to Poverty Assessment & Reduction in Caribbean,1,-158,,,Others,UNITED NATIONS DEVELOPMENT PRO
00060921,BRB,Caribbean,2014,Strengthening National Planning and Implementation,1,-426,,,Others,UNITED NATIONS DEVELOPMENT PRO
00082950,BRB,Caribbean,2014,Multidimensional Approaches to Poverty Eradication,0,0,1;17,1;16,Keeping people out of poverty,GOVERNMENT OF CHILE
00080820,BRB,Caribbean,2015,Caribbean Energy Efficiency Lighting,956290,955935,7,3,Others,GOVERNMENT OF DENMARK;UNITED NATIONS DEVELOPMENT PRO
00083751,BRB,Caribbean,2015,Regional Strategy on Statistics for the Organisation of Eastern Caribbean States (OECS),306732,234216,17,16,Others,UNITED NATIONS DEVELOPMENT PRO;WORLD BANK (INT'L. BANK FOR RECONSTRUCTION & DEVELOPMENT)
00082954,BRB,Caribbean,2015,Strengthening Citizen Security in the Eastern Caribbean,288093,270861,16,1;13,Others,UNITED NATIONS DEVELOPMENT PRO
00075631,BRB,Caribbean,2015,Strengthening Capacity in Post Disaster Needs Assessment,251560,160104,13,2;4,Others,UNITED NATIONS DEVELOPMENT PRO;WORLD BANK (INT'L. BANK FOR RECONSTRUCTION & DEVELOPMENT)
00088003,BRB,Caribbean,2015,Strengthening Early Warning Systems,248199,143942,1;13,1;2;4,Enhance national prevention and recovery capacities for resilient societies,European Civil Protection & Humanitarian Aid Operations;UNITED NATIONS DEVELOPMENT PRO
00079908,BRB,Caribbean,2015,Caribbean Tsunami Information Centre,126802,102875,1;13,1;2;4,Enhance national prevention and recovery capacities for resilient societies,"UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS EDUCATIONAL, SCIENTIFIC & CULTURAL ORGANIZATION;UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)"
00091240,BRB,Caribbean,2015,Recovery Framework in Dominica,111407,43826,16,1;13,Others,UNITED NATIONS DEVELOPMENT PRO
00089256,BRB,Caribbean,2015,Intended Nationally-Determined Contributions-Barbados,71563,71563,13;7,2;4;3,Keeping people out of poverty,EUROPEAN COMMISSION;EUROPEAN ECONOMIC COMMUNITY
00038944,BRB,Caribbean,2015,Second National Communication BRB,51166,51166,13,2;4,Others,Global Environment Fund Truste
00092679,BRB,Caribbean,2015,Human Development Report on Multidimensional Progress,45555,42885,1,1,Others,UNITED NATIONS DEVELOPMENT PRO
00074909,BRB,Caribbean,2015,Capacity Building of Small Island Developing States (SIDS) Climate Change Negotiators,35901,35460,13,2;4,Others,"AUSTRALIAN GOVERNMENT DEPARTMENT OF INDUSTRY, INNOVATIVE, CLIMATE CHANGE, SCIENCE RESEARCH AND TERTIARY EDUCATION;DEPARTMENT FOR INTERNATIONAL DEVELOPMENT (DFID)"
00074562,BRB,Caribbean,2015,Community Alerts - Integrated Early Warning Systems,34775,20143,,,Others,European Civil Protection & Humanitarian Aid Operations;UNITED NATIONS DEVELOPMENT PRO
00011326,BRB,Caribbean,2015,Economic and Financial Management,31921,31921,,,Others,BAR-GOVERNMENT OF BELIZE;BAR-GOVERNMENT OF ST. LUCIA;BAR-GOVT OF ST VINCENT & THE GRENADIN;BAR-GOVT OF THE BRITISH VIRGIN;DEPARTMENT FOR INTERNATIONAL DEVELOPMENT (DFID);GOVERNMENT OF ANGUILLA
00082950,BRB,Caribbean,2015,Multidimensional Approaches to Poverty Eradication,25990,17277,1;17,1;16,Keeping people out of poverty,GOVERNMENT OF CHILE
00092914,BRB,Caribbean,2015,Environmental remediation and protection,20357,20357,7,3,Others,UNITED NATIONS DEVELOPMENT PRO
00051467,BRB,Caribbean,2015,Enhancing Caribbean Resilience,20304,21690,13,2;4,Others,"GOVERNMENT OF ITALY;UNITED NATIONS EDUCATIONAL, SCIENTIFIC & CULTURAL ORGANIZATION"
00066303,BRB,Caribbean,2015,Engaging Caribbean Youth on citizens’ security,16536,15286,16,1;13,Others,UNITED NATIONS DEVELOPMENT PRO
00040608,BRB,Caribbean,2015,Governance Reform in the OECS,14615,14615,,,Others,BRITISH COMMISSION;UNITED NATIONS DEVELOPMENT PRO
00092992,BRB,Caribbean,2015,Sustainable Development Goals,10000,7881,10,12;13,Others,UNITED NATIONS DEVELOPMENT PRO
00040170,BRB,Caribbean,2015,Poverty & Social Sector Development in the OECS,5830,-10380,1,1,Others,OPEC Fund for International Development;UNITED NATIONS DEVELOPMENT PRO
00075168,BRB,Caribbean,2015,IP Solar Photovoltaic Systems in Public Buildings,4223,1314,,,Others,Global Environment Fund Truste
00046496,BRB,Caribbean,2015,Coordination for Results,787,0,,,Others,United Nations High Commissioner for Human Rights (UNHCHR)
00051472,BRB,Caribbean,2015,Youth-Innovation Caribbean Network for Youth Development,240,4493,1,1,Others,GOVERNMENT OF ITALY;GOVERNMENT OF NORWAY;UNITED NATIONS DEVELOPMENT PRO
00011324,BRB,Caribbean,2015,MicroStart Pilot Project - Phase 1,3,0,,,Others,GOVERNMENT OF CANADA;UNITED NATIONS DEVELOPMENT PRO
00044752,BRB,Caribbean,2015,Preparatory Assistance For HIV and AIDS Programming OECS,1,-9413,,,Others,UNITED NATIONS DEVELOPMENT PRO
00051479,BRB,Caribbean,2015,Regional Risk Reduction Initiative,0,765,13,2;4,Others,EUROPEAN COMMISSION;UNDETERMINED;UNITED NATIONS DEVELOPMENT PRO
00077695,BRB,Caribbean,2015,Operational Coordination for Biennial Water Conference,0,0,17,16,Others,Global Environment Fund Truste
00088003,BRB,Caribbean,2016,Strengthening Early Warning Systems,548332,395880,1;13,1;2;4,Enhance national prevention and recovery capacities for resilient societies,European Civil Protection & Humanitarian Aid Operations;UNITED NATIONS DEVELOPMENT PRO
00089334,BRB,Caribbean,2016,Derisking the Transition from Fossil Fuels to Renewables,429147,427747,13;7,2;4;3,Close the energy gap,Global Environment Fund Truste
00082950,BRB,Caribbean,2016,Multidimensional Approaches to Poverty Eradication,296514,245546,1;17,1;16,Keeping people out of poverty,GOVERNMENT OF CHILE
00083751,BRB,Caribbean,2016,Regional Strategy on Statistics for the Organisation of Eastern Caribbean States (OECS),272017,241535,17,16,Others,UNITED NATIONS DEVELOPMENT PRO;WORLD BANK (INT'L. BANK FOR RECONSTRUCTION & DEVELOPMENT)
00082954,BRB,Caribbean,2016,Strengthening Citizen Security in the Eastern Caribbean,197887,179622,16,1;13,Others,UNITED NATIONS DEVELOPMENT PRO
00082952,BRB,Caribbean,2016,Disaster Risk and Energy Access Management,143754,81374,15;7,10;15;3,Close the energy gap,Global Environment Fund Truste
00040688,BRB,Caribbean,2016,Engagement Facility,131176,130550,1;13;7,1;2;4;3,Keeping people out of poverty,"BAR-GOVT OF THE BRITISH VIRGIN;DEPARTMENT FOR INTERNATIONAL DEVELOPMENT (DFID);Department of Foreign Affairs, Trade and Development;SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA);UNITED NATIONS CHILDREN'S FUND;UNITED NATIONS DEVELOPMENT PRO;UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)"
00075631,BRB,Caribbean,2016,Strengthening Capacity in Post Disaster Needs Assessment,110760,95765,13,2;4,Others,UNITED NATIONS DEVELOPMENT PRO;WORLD BANK (INT'L. BANK FOR RECONSTRUCTION & DEVELOPMENT)
00089256,BRB,Caribbean,2016,Intended Nationally-Determined Contributions-Barbados,88937,24765,13;7,2;4;3,Keeping people out of poverty,EUROPEAN COMMISSION;EUROPEAN ECONOMIC COMMUNITY
00038944,BRB,Caribbean,2016,Second National Communication BRB,81838,81742,13,2;4,Others,Global Environment Fund Truste
00091240,BRB,Caribbean,2016,Recovery Framework in Dominica,80975,80975,16,1;13,Others,UNITED NATIONS DEVELOPMENT PRO
00079908,BRB,Caribbean,2016,Caribbean Tsunami Information Centre,77891,63053,1;13,1;2;4,Enhance national prevention and recovery capacities for resilient societies,"UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS EDUCATIONAL, SCIENTIFIC & CULTURAL ORGANIZATION;UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)"
