id,country,region,year,title,budget,expense,sdg,samoa,solution,donors
00081100,HTI,Caribbean,2021,Adaptation basée sur les écosystèmes,465458,577291,13;14;15,2;4;5;10;14;10;15,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00126892,HTI,Caribbean,2021,Projet Secrétariat : PBF/HTI/A-2 Appui a la Coordination,445111,392471,,,Others,Peacebuilding Fund
00126923,HTI,Caribbean,2021,Reponse a la Crise COVID19 en Haiti,408497,14608,1;10;16;17;3,1;12;13;1;13;16;11,Enhance national prevention and recovery capacities for resilient societies,"GOVERNMENT OF JAPAN;MINISTRY OF FOREIGN AFFAIRS, NORWAY;PAN AMERICAN HEALTH ORGANIZATION;UNDP Funding Windows;UNITED NATIONS DEVELOPMENT PRO"
00125750,HTI,Caribbean,2021,Contrôle des armes & des munitions,386508,316547,16,1;13,"Strengthen effective, inclusive and accountable governance",Peacebuilding Fund;UNITED NATIONS DEVELOPMENT PRO
00131821,HTI,Caribbean,2021,Réduction de la violence communautaire à Martissant et L,357721,154180,16;5,1;13;13,"Strengthen effective, inclusive and accountable governance",Peacebuilding Fund
00078703,HTI,Caribbean,2021,Participation du PNUD au projet pilote  Sites et Servic,249456,176728,16,1;13,Others,GOVERNMENT OF CHILE;UNITED NATIONS DEVELOPMENT PRO
00134478,HTI,Caribbean,2021,Renforcement Dialogue Haiti et la Republique Dominicaine,200090,17264,16;5,1;13;13,"Strengthen effective, inclusive and accountable governance",Peacebuilding Fund
00092199,HTI,Caribbean,2021,Renforcement de la capacité de lUCP des Projets PPI,114000,120221,1;2,1;6,Promote nature-based solutions for a sustainable planet,HAI-GOVERNMENT OF HAITI;UNITED NATIONS DEVELOPMENT PRO
00132260,HTI,Caribbean,2021,PPG Biodiversite GEF7,107875,110316,1;13;15,1;2;4;10;15,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste
00128057,HTI,Caribbean,2021,PPG Résilience du secteur Eau,90310,102442,1;13,1;2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste
00126804,HTI,Caribbean,2021,Climate Promise Haiti,88445,48499,13,2;4,Enhance national prevention and recovery capacities for resilient societies,SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA);UNITED NATIONS DEVELOPMENT PRO
00134150,HTI,Caribbean,2021,Developpement de projets,50000,41885,13,2;4,Promote nature-based solutions for a sustainable planet,UNITED NATIONS DEVELOPMENT PRO
00121094,HTI,Caribbean,2021,Elaboration de propositions de projet Environnement,25707,39296,15,10;15,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00123067,HTI,Caribbean,2021,Preparation of Capacity Buildg for Transparency Project,15000,10803,,,Others,Global Environment Fund Truste
00084890,HTI,Caribbean,2021,Résilience aux désastres département Nord,12054,0,11;13;5,1;4;8;10;2;4;13,Enhance national prevention and recovery capacities for resilient societies,GOVERNMENT OF JAPAN
00109121,HTI,Caribbean,2021,Promotion de la cohésion sociale à Jérémie,8561,27935,11;16;5,1;4;8;10;1;13;13,"Strengthen effective, inclusive and accountable governance",Peacebuilding Fund
00057026,HTI,Caribbean,2021,Appui au Programme,496,0,17,16,"Strengthen effective, inclusive and accountable governance","Global Environment Fund Truste;GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS;GOVERNMENT OF UNITED KINGDOM;Union de Naciones Suramericana;UNITED NATIONS CHILDREN'S FUND;UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS POPULATION FUND"
00117889,HTI,Caribbean,2021,SUPPORT TO THE ACCELERATION OF SUSTAINABLE DEVELOP GOALS,1,-574,17;5,16;13,Keeping people out of poverty,UNITED NATIONS DEVELOPMENT PRO
00140166,HTI,Caribbean,2021,Renforcer la cohésion sociale en Haiti,1,0,,,Others,Peacebuilding Fund
00032036,HTI,Caribbean,2021,Support to UN Coordination,0,-491,,,Others,CANADIAN INTERNATIONAL DEVELOPMENT AGENCY;DEPARTMENT FOR INTERNATIONAL DEVELOPMENT (DFID)
00041481,HTI,Caribbean,2021,Système National de Gestion des Risques et des Desastres,0,30125,10,12;13,Others,AMERICAN RED CROSS;DEPARTMENT FOR INTERNATIONAL DEVELOPMENT (DFID);European Civil Protection & Humanitarian Aid Operations;EUROPEAN COMMISSION;GOVERNMENT OF NORWAY;UNITED NATIONS DEVELOPMENT PRO;United Nations Office for the Coordination of Humanitarian Affairs (UNOCHA);UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID);WORLD BANK (INT'L. BANK FOR RECONSTRUCTION & DEVELOPMENT)
00050968,HTI,Caribbean,2021,Programme de Relèvement Immédiat,0,-4422,1;13;7,1;2;4;3,Others;Keeping people out of poverty,"BENFICA FOUNDATION;CPR-PRIVATE SECTOR;EUROPEAN COMMISSION;FarEastbroad Korea;GOVERNMENT OF ALGERIA;GOVERNMENT OF AUSTRALIA;GOVERNMENT OF BAHRAIN;GOVERNMENT OF BRAZIL;GOVERNMENT OF BURKINA FASO;GOVERNMENT OF CHAD;GOVERNMENT OF CHILE;GOVERNMENT OF CHINA;GOVERNMENT OF ITALY;GOVERNMENT OF JAPAN;GOVERNMENT OF KUWAIT;GOVERNMENT OF LIECHTENSTEIN;GOVERNMENT OF MAURITIUS;GOVERNMENT OF NORWAY;Korean American Association of greater New york;MDTFO/JP_UNDG_HAITI_RECONSTRUC;Ministry of Foreign Affairs and Trade of the Republic of korea;MINISTRY  OF FOREIGN AFFAIRS & COOPERATION OF SPAIN;MPTFO/JPAA_Haiti_Rehab_Mars;Peacebuilding Fund;PRIVATE SECTOR;UNDP Funding Windows;Union de Naciones Suramericana;UNITED NATIONS DEVELOPMENT PRO;United Nations Office for the Coordination of Humanitarian Affairs (UNOCHA);UNOCHA/Central Emergency Response Fund, CERF"
00062058,HTI,Caribbean,2021,Plan de Prévention Séisme Grand Nord DHaiti,0,14080,13,2;4,Enhance national prevention and recovery capacities for resilient societies,MDTFO/JP_UNDG_HAITI_RECONSTRUC
00068002,HTI,Caribbean,2021,Appui technique aux programmes de transferts conditionne,0,3200,1;10,1;12;13,Keeping people out of poverty,GOVERNMENT OF EL SALVADOR;HAI-GOVERNMENT OF HAITI;UNITED NATIONS CHILDREN'S FUND;UNITED NATIONS DEVELOPMENT PRO
00092415,HTI,Caribbean,2021,Renforcement des capacités des cadres du MARNDR,0,67542,1;2,1;6,Promote nature-based solutions for a sustainable planet,INTERNATIONAL FUND FOR AGRICULTURAL DEVELOPMENT;UNITED NATIONS DEVELOPMENT PRO
00096183,HTI,Caribbean,2021,Increasing Human Security to DRR,0,-436,13;16,2;4;1;13,Enhance national prevention and recovery capacities for resilient societies,UN INDUSTRIAL DEVELOPMENT ORGANIZATION;UNITED NATIONS DEVELOPMENT PRO;UN Tr Fund for Human Security
00101615,HTI,Caribbean,2021,Assistance Technique pour la gestion intégrée des marché,0,-7267,1;16;4,1;1;13;12;13,Keeping people out of poverty,EUROPEAN COMMISSION;UNITED NATIONS DEVELOPMENT PRO
00118663,HTI,Caribbean,2021,Plan d’élimination des Hydrochlorofluorocarbures,0,15786,12;3,9;10;11,Promote nature-based solutions for a sustainable planet,MONTREAL PROTOCOL
00138903,HTI,Caribbean,2021,Renforcement des capacites de prevention des risques,0,0,1;13,1;2;4,Enhance national prevention and recovery capacities for resilient societies,UNITED NATIONS DEVELOPMENT PRO;WORLD METEOROLOGICAL ORGANIZATION
00114690,HTI,Caribbean,2022,Appui au Processus Électoral en Haïti (PAPEH),28416192,532057,16;5,1;13;13,"Others;Strengthen effective, inclusive and accountable governance",HAI-GOVERNMENT OF HAITI;Peacebuilding Fund;UNITED NATIONS DEVELOPMENT PRO
00133065,HTI,Caribbean,2022,Vers lélimination du paludisme en Haïti,19896963,5590661,11;12;17,1;4;8;10;9;10;16,"Strengthen effective, inclusive and accountable governance;Close the energy gap","GLOBAL FUND TO FIGHT AIDS, TUBERCULOSIS"
00117306,HTI,Caribbean,2022,Appui stratégique au bureau,3731846,562470,,,"Others;Strengthen effective, inclusive and accountable governance",Adam Smith International;GOVERNMENT OF UNITED KINGDOM;HAI-GOVERNMENT OF HAITI;UNITED NATIONS;UNITED NATIONS DEVELOPMENT PRO
00125722,HTI,Caribbean,2022,Spotlight initiative in Haiti,3256521,720629,,,Others,MPTFO-Spotlight Initiative Fund (SIF00);UNITED NATIONS DEVELOPMENT PRO
00084852,HTI,Caribbean,2022,Appui Gouvernance Locale et Developpement Territorial,2871078,899984,1;11;16;17;5,1;1;4;8;10;1;13;16;13,"Keeping people out of poverty;Strengthen effective, inclusive and accountable governance","Department of Foreign Affairs, Trade and Development;EUROPEAN COMMISSION;HAI-GOVERNMENT OF HAITI;UNITED NATIONS DEVELOPMENT PRO"
00099905,HTI,Caribbean,2022,Programme de relèvement post-Matthew,2529426,1251692,1;11;16;4,1;1;4;8;10;1;13;12;13,Others;Keeping people out of poverty,Digital Good;GOVERNMENT OF CANADA;GOVERNMENT OF JAPAN;GOVERNMENT OF MAURITIUS;GOVERNMENT OF NEW ZEALAND;GOVERNMENT OF UNITED ARAB EMIRATES;HAI-GOVERNMENT OF HAITI;KOREA INTERN. COOPERATION AGENCY (KOICA);SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC;UNDP Funding Windows;UNITED NATIONS DEVELOPMENT FUND FOR WOMEN (UN WOMEN);UNITED NATIONS DEVELOPMENT PRO;United Nations Office for the Coordination of Humanitarian Affairs (UNOCHA);WORLD FOOD PROGRAMME
00132754,HTI,Caribbean,2022,Mainstreaming the National Social Protection Policy,1914830,543687,1,1,Keeping people out of poverty,AGENCIA ESPANOLA DE COOPERACION INTERNACIONAL;UNITED NATIONS DEVELOPMENT PRO
00099802,HTI,Caribbean,2022,Renforcement du système de gestion des déchets solides,1642127,1343399,13,2;4,Promote nature-based solutions for a sustainable planet,GOVERNMENT OF INDIA;GOVERNMENT OF JAPAN;UNITED NATIONS DEVELOPMENT PRO
00097737,HTI,Caribbean,2022,Haiti Joint Interim Rule of Law Programme in Haiti,1536831,974048,16,1;13,"Strengthen effective, inclusive and accountable governance","Â US International NarcoticsÂ andÂ LawÂ Enforcement Affairs;Department of Foreign Affairs, Trade and Development;Global Environment Fund Truste;GOVERNMENT OF UNITED KINGDOM;SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC;UNITED NATIONS DEVELOPMENT PRO;United Nations Mission for Justice Support in Haiti;UN Stabilization Mission in Haiti"
00125751,HTI,Caribbean,2022,Renforcer laccès à la justice,1520000,1186952,16,1;13,"Strengthen effective, inclusive and accountable governance",Peacebuilding Fund
00078703,HTI,Caribbean,2022,Participation du PNUD au projet pilote  Sites et Servic,1487242,139890,16,1;13,Others,GOVERNMENT OF CHILE;UNITED NATIONS DEVELOPMENT PRO
00104020,HTI,Caribbean,2022,Electrification Rurale et Autonomisation des Femmes,1465403,789496,13;5;7,2;4;13;3,Close the energy gap,GOVERNMENT OF JAPAN;GOVERNMENT OF UNITED ARAB EMIRATES;UNITED NATIONS DEVELOPMENT PRO
00142721,HTI,Caribbean,2022,Programme Conjoint dappui a la PNH,1000000,84062,,,Others,"Department of Foreign Affairs, Trade and Development"
00138903,HTI,Caribbean,2022,Renforcement des capacites de prevention des risques,822034,342773,1;13,1;2;4,Enhance national prevention and recovery capacities for resilient societies,UNITED NATIONS DEVELOPMENT PRO;WORLD METEOROLOGICAL ORGANIZATION
00104208,HTI,Caribbean,2022,Community assistance,806443,435593,16,1;13,Others,MPTFO-UN Haiti Cholera Response MPTF;UNITED NATIONS DEVELOPMENT PRO;United Nations Peace and Development Trust Fund
00128342,HTI,Caribbean,2022,Installation Pompes Solaires,705617,413985,1;13,1;2;4,Enhance national prevention and recovery capacities for resilient societies,GOVERNMENT OF INDIA;UNITED NATIONS DEVELOPMENT PRO
00134478,HTI,Caribbean,2022,Renforcement Dialogue Haiti et la Republique Dominicaine,699910,158128,16;5,1;13;13,"Strengthen effective, inclusive and accountable governance",Peacebuilding Fund
00118791,HTI,Caribbean,2022,National Adaptation Plan,632301,558167,11;13,1;4;8;10;2;4,Enhance national prevention and recovery capacities for resilient societies,GREEN CLIMATE FUND
00140166,HTI,Caribbean,2022,Renforcer la cohésion sociale en Haiti,600000,15526,,,Others,Peacebuilding Fund
00131821,HTI,Caribbean,2022,Réduction de la violence communautaire à Martissant et L,515279,327528,16;5,1;13;13,"Strengthen effective, inclusive and accountable governance",Peacebuilding Fund
00128724,HTI,Caribbean,2022,Cadre Intégré National pour le Finance du Dév en Haiti,500182,463246,11;17,1;4;8;10;16,"Strengthen effective, inclusive and accountable governance",MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda);UNDP Funding Windows;UNITED NATIONS DEVELOPMENT PRO
00099803,HTI,Caribbean,2022,MICROENTERPRISE CREATION IN POOR AREAS OF PORT-AU-PRINCE,490307,354284,1;4,1;12;13,Keeping people out of poverty,KOREA INTERN. COOPERATION AGENCY (KOICA);UNITED NATIONS DEVELOPMENT PRO
00138375,HTI,Caribbean,2022,INITIATION PLAN-POST SEISME,448319,427812,1;11;13,1;1;4;8;10;2;4,Enhance national prevention and recovery capacities for resilient societies,UNDP Funding Windows;UNITED NATIONS DEVELOPMENT PRO
00126923,HTI,Caribbean,2022,Reponse a la Crise COVID19 en Haiti,404484,22059,1;10;16;17;3,1;12;13;1;13;16;11,Enhance national prevention and recovery capacities for resilient societies,"GOVERNMENT OF JAPAN;MINISTRY OF FOREIGN AFFAIRS, NORWAY;PAN AMERICAN HEALTH ORGANIZATION;UNDP Funding Windows;UNITED NATIONS DEVELOPMENT PRO"
00126892,HTI,Caribbean,2022,Projet Secrétariat : PBF/HTI/A-2 Appui a la Coordination,322828,197034,,,Others,Peacebuilding Fund
00128389,HTI,Caribbean,2022,Capacity Building Initiative for Transparency (CBIT),300125,47491,13,2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00129377,HTI,Caribbean,2022,Accelerator Lab – Haiti,292284,149316,,,Others,GOVERNMENT OF GERMANY
00125750,HTI,Caribbean,2022,Contrôle des armes & des munitions,232138,127765,16,1;13,"Strengthen effective, inclusive and accountable governance",Peacebuilding Fund;UNITED NATIONS DEVELOPMENT PRO
00128886,HTI,Caribbean,2022,Paysages productifs,231035,0,12;13;15,9;10;2;4;10;15,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste
00138657,HTI,Caribbean,2022,Economic Resilience of youth and women,178200,109,,,Others,MPTFO - Joint SDG Fund (previously known as The Joint Fund for the 2030 Agenda)
00129247,HTI,Caribbean,2022,Services intégrés de dév des opportunités économiques,143532,144185,1;4,1;12;13,Keeping people out of poverty,UNDP Funding Windows;UNITED NATIONS DEVELOPMENT PRO
00145229,HTI,Caribbean,2022,Securite Climatique,120000,0,13,2;4,Enhance national prevention and recovery capacities for resilient societies,INTERNATIONAL ORGANIZATION FOR MIGRATION;RCS - Services;UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS ENVIRONMENT PROGRAMME;WORLD FOOD PROGRAMME
00143528,HTI,Caribbean,2022,Création de partenariats,95000,28149,,,Others,UNITED NATIONS DEVELOPMENT PRO
00134150,HTI,Caribbean,2022,Developpement de projets,65000,62779,13,2;4,Promote nature-based solutions for a sustainable planet,UNITED NATIONS DEVELOPMENT PRO
00105580,HTI,Caribbean,2022,Appui à la Préparation et à la Gestion des Désastres (Ha,58804,84319,13,2;4,Enhance national prevention and recovery capacities for resilient societies,GOVERNMENT OF JAPAN;MPTFO-UN Haiti Cholera Response MPTF;UN HIGH COMMISSIONER FOR REFUGEES (UNHCR);UNITED NATIONS DEVELOPMENT PRO
00132260,HTI,Caribbean,2022,PPG Biodiversite GEF7,42125,10211,1;13;15,1;2;4;10;15,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste
00101615,HTI,Caribbean,2022,Assistance Technique pour la gestion intégrée des marché,40624,2561,1;16;4,1;1;13;12;13,Keeping people out of poverty,EUROPEAN COMMISSION;UNITED NATIONS DEVELOPMENT PRO
00126804,HTI,Caribbean,2022,Climate Promise Haiti,37537,37613,13,2;4,Enhance national prevention and recovery capacities for resilient societies,SWEDISH INTERNATIONAL DEVELOPMENT COOPERATION (SIDA);UNITED NATIONS DEVELOPMENT PRO
00140168,HTI,Caribbean,2022,Dialogue National pour une économie inclusive,5350,0,,,Others,Peacebuilding Fund
00081100,HTI,Caribbean,2022,Adaptation basée sur les écosystèmes,4900,0,13;14;15,2;4;5;10;14;10;15,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00096183,HTI,Caribbean,2022,Increasing Human Security to DRR,149,436,13;16,2;4;1;13,Enhance national prevention and recovery capacities for resilient societies,UN INDUSTRIAL DEVELOPMENT ORGANIZATION;UNITED NATIONS DEVELOPMENT PRO;UN Tr Fund for Human Security
00099975,HTI,Caribbean,2022,CARTOGRAPHIE MULTIRISQUES ET GESTION DU SOL,1,2498,11;13;15,1;4;8;10;2;4;10;15,Enhance national prevention and recovery capacities for resilient societies,"Department of Foreign Affairs, Trade and Development;EUROPEAN COMMISSION;GOVERNMENT OF JAPAN;GOVERNMENT OF POLAND;UN INDUSTRIAL DEVELOPMENT ORGANIZATION;UNITED NATIONS DEVELOPMENT PRO;UNIVERSAL POSTAL UNION"
00109121,HTI,Caribbean,2022,Promotion de la cohésion sociale à Jérémie,1,126,11;16;5,1;4;8;10;1;13;13,"Strengthen effective, inclusive and accountable governance",Peacebuilding Fund
00118607,HTI,Caribbean,2022,UN Haiti Cholera Response Phase II,1,-9,,,Others,MPTFO-UN Haiti Cholera Response MPTF
00114040,HTI,Caribbean,2022,Prévention risques naturels et gouvernance territoriale,0,6610,11;13;15,1;4;8;10;2;4;10;15,Enhance national prevention and recovery capacities for resilient societies,"MINISTRY OF FOREIGN AFFAIRS, NORWAY;UNITED NATIONS DEVELOPMENT PRO;UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)"
00128057,HTI,Caribbean,2022,PPG Résilience du secteur Eau,0,19170,1;13,1;2;4,Enhance national prevention and recovery capacities for resilient societies,Global Environment Fund Truste
00069417,JAM,Caribbean,2012,Justice Undertakings for Social Transformation (JUST),711079,222610,10;16,12;13;1;13,"Others;Strengthen effective, inclusive and accountable governance",CANADIAN INTERNATIONAL DEVELOPMENT AGENCY
00059390,JAM,Caribbean,2012,Youth Employment Project,492298,501457,,,Others,UNITED NATIONS DEVELOPMENT PRO;UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)
00039305,JAM,Caribbean,2012,Capacity Building for Sustainable Land Mgt. in Jamaica,294406,260513,,,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00057157,JAM,Caribbean,2012,Piloting Natural Resource Valuation in EIAs in Jamaica,278085,216567,,,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00063837,JAM,Caribbean,2012,Support to Metcalfe Project,270380,223352,,,Others,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)
00056527,JAM,Caribbean,2012,Support for Development of a National Statistical System,237857,237842,,,Others,UNITED NATIONS DEVELOPMENT PRO
00059298,JAM,Caribbean,2012,Strengthening sustainability of NPAS in Jamaica,210981,136269,15,10;15,Others,Global Environment Fund Truste;UNDETERMINED;UNITED NATIONS DEVELOPMENT PRO
00046228,JAM,Caribbean,2012,"Promoting National Development Goals, MDGs, & Hum. Devt.",210000,168068,,,Others,UNITED NATIONS DEVELOPMENT PRO
00050953,JAM,Caribbean,2012,Strategic Flexible Funding Facility,192648,114327,,,Others,DEPARTMENT FOR INTERNATIONAL DEVELOPMENT (DFID);UNITED NATIONS DEVELOPMENT PRO
00061899,JAM,Caribbean,2012,Justice Undertakings for Social Transformation (JUST),190275,157115,,,Others,CANADIAN INTERNATIONAL DEVELOPMENT AGENCY
00061406,JAM,Caribbean,2012,Enhancing Civil Society Participation in Local Governanc,156850,121123,,,Others,UNITED NATIONS DEVELOPMENT PRO
00062148,JAM,Caribbean,2012,Mainstreaming Migration in National Dev'pmnt  Strategies,107979,50378,,,Others,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC
00067121,JAM,Caribbean,2012,HCFC Phase out Management Plan -1st Stage Implementation,83000,4911,12;13,9;10;2;4,Others,MONTREAL PROTOCOL
00063465,JAM,Caribbean,2012,Capacity Development for Energy Efficiency and Security,78841,47117,7,3,Others,UNITED NATIONS DEVELOPMENT PRO
00042506,JAM,Caribbean,2012,Management Plan,68700,28311,,,Others,GOVERNMENT OF HUNGARY;GOVERNMENT OF JAMAICA;UNITED NATIONS DEVELOPMENT PRO
00043815,JAM,Caribbean,2012,Jamaica Sustainable Peace & Development,47932,35225,,,Others,DEPARTMENT FOR INTERNATIONAL DEVELOPMENT (DFID);GOVERNMENT OF SWEDEN;GOVERNMENT OF SWITZERLAND;UNITED NATIONS DEVELOPMENT PRO
00059452,JAM,Caribbean,2012,Building Civil Society Capacity to Support Good Governan,45686,41769,,,Others,UNITED NATIONS DEVELOPMENT PRO
00038828,JAM,Caribbean,2012,Preparation of the SNC to the UNFCCC for Jamaica,23450,22054,,,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00064874,JAM,Caribbean,2012,"Community of Practice on Security, Peace and Justice",20682,20525,,,Others,UNITED NATIONS DEVELOPMENT PRO
00040078,JAM,Caribbean,2012,"Asst of cap. building needs, prep of 3NR to CBD and CHM",700,729,,,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00043488,JAM,Caribbean,2012,Env. & Disaster Mgt Unit -Monitoring and Admin Support,0,512,,,Others,UNITED NATIONS DEVELOPMENT PRO
00044620,JAM,Caribbean,2012,IWCAM in SIDS of the Caribbean,0,85165,,,Others,Global Environment Fund Truste
00058499,JAM,Caribbean,2012,Introducing Renewable Wave Energy in Jamaica,0,11,,,Others,Global Environment Fund Truste
00069417,JAM,Caribbean,2013,Justice Undertakings for Social Transformation (JUST),1002103,555734,10;16,12;13;1;13,"Others;Strengthen effective, inclusive and accountable governance",CANADIAN INTERNATIONAL DEVELOPMENT AGENCY
00059298,JAM,Caribbean,2013,Strengthening sustainability of NPAS in Jamaica,543651,296473,15,10;15,Others,Global Environment Fund Truste;UNDETERMINED;UNITED NATIONS DEVELOPMENT PRO
00046228,JAM,Caribbean,2013,"Promoting National Development Goals, MDGs, & Hum. Devt.",286516,208132,,,Others,UNITED NATIONS DEVELOPMENT PRO
00042506,JAM,Caribbean,2013,Management Plan,234586,191319,,,Others,GOVERNMENT OF HUNGARY;GOVERNMENT OF JAMAICA;UNITED NATIONS DEVELOPMENT PRO
00067121,JAM,Caribbean,2013,HCFC Phase out Management Plan -1st Stage Implementation,193632,152870,12;13,9;10;2;4,Others,MONTREAL PROTOCOL
00050953,JAM,Caribbean,2013,Strategic Flexible Funding Facility,191904,147841,,,Others,DEPARTMENT FOR INTERNATIONAL DEVELOPMENT (DFID);UNITED NATIONS DEVELOPMENT PRO
00063837,JAM,Caribbean,2013,Support to Metcalfe Project,126648,126569,,,Others,UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)
00044620,JAM,Caribbean,2013,IWCAM in SIDS of the Caribbean,123633,122141,,,Others,Global Environment Fund Truste
00062148,JAM,Caribbean,2013,Mainstreaming Migration in National Dev'pmnt  Strategies,119539,119113,,,Others,SWISS AGENCY FOR DEVELOPMENT AND COOPERATION - SDC
00061406,JAM,Caribbean,2013,Enhancing Civil Society Participation in Local Governanc,105690,86154,,,Others,UNITED NATIONS DEVELOPMENT PRO
00070495,JAM,Caribbean,2013,Hurricane Sandy Recovery Project,100000,98412,,,Others,UNITED NATIONS DEVELOPMENT PRO
00072349,JAM,Caribbean,2013,HIV and Law,75000,72605,,,Others,JOINT UNITED NATIONS PROGRAMME ON HIV/AIDS
00059390,JAM,Caribbean,2013,Youth Employment Project,67116,65073,,,Others,UNITED NATIONS DEVELOPMENT PRO;UNITED STATES AGENCY FOR INTERNATIONAL DEVELOPMENT (USAID)
00063465,JAM,Caribbean,2013,Capacity Development for Energy Efficiency and Security,37962,37765,7,3,Others,UNITED NATIONS DEVELOPMENT PRO
00057157,JAM,Caribbean,2013,Piloting Natural Resource Valuation in EIAs in Jamaica,32690,32873,,,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00072584,JAM,Caribbean,2013,Support to Effective National Implementation,23000,23836,17;3,16;11,Others;Keeping people out of poverty,GOVERNMENT OF JAMAICA;GOVERNMENT OF MEXICO;UNITED NATIONS DEVELOPMENT PRO
00039305,JAM,Caribbean,2013,Capacity Building for Sustainable Land Mgt. in Jamaica,7529,1198,,,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00043488,JAM,Caribbean,2013,Env. & Disaster Mgt Unit -Monitoring and Admin Support,6678,5817,,,Others,UNITED NATIONS DEVELOPMENT PRO
00040078,JAM,Caribbean,2013,"Asst of cap. building needs, prep of 3NR to CBD and CHM",4397,4397,,,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00025206,JAM,Caribbean,2013,GEF/Biodiversity Plan,4333,-4333,,,Others,Global Environment Fund Truste
00013168,JAM,Caribbean,2013,TPMP/Retrofitting/Replacement Programme,2870,0,,,Others,MONTREAL PROTOCOL;UNITED NATIONS DEVELOPMENT PRO
00013165,JAM,Caribbean,2013,COMMUNITY DISASTER MANAGEMENT PROJECT,1257,0,,,Others,UNITED NATIONS DEVELOPMENT PRO
00038828,JAM,Caribbean,2013,Preparation of the SNC to the UNFCCC for Jamaica,1140,1140,,,Others,Global Environment Fund Truste;UNITED NATIONS DEVELOPMENT PRO
00058499,JAM,Caribbean,2013,Introducing Renewable Wave Energy in Jamaica,147,-10,,,Others,Global Environment Fund Truste
00013173,JAM,Caribbean,2013,Support to DIPECHO radar project,37,0,,,Others,UNITED NATIONS DEVELOPMENT PRO
00069417,JAM,Caribbean,2014,Justice Undertakings for Social Transformation (JUST),1035822,837993,10;16,12;13;1;13,"Others;Strengthen effective, inclusive and accountable governance",CANADIAN INTERNATIONAL DEVELOPMENT AGENCY
00059298,JAM,Caribbean,2014,Strengthening sustainability of NPAS in Jamaica,624165,476589,15,10;15,Others,Global Environment Fund Truste;UNDETERMINED;UNITED NATIONS DEVELOPMENT PRO
00079484,JAM,Caribbean,2014,Support to the Commission of Enquiry,300000,105742,,,Others,GOVERNMENT OF NETHERLANDS;GOVERNMENT OF NORWAY;UNITED NATIONS DEVELOPMENT PRO
00072584,JAM,Caribbean,2014,Support to Effective National Implementation,204100,202733,17;3,16;11,Others;Keeping people out of poverty,GOVERNMENT OF JAMAICA;GOVERNMENT OF MEXICO;UNITED NATIONS DEVELOPMENT PRO
00042506,JAM,Caribbean,2014,Management Plan,157039,93986,,,Others,GOVERNMENT OF HUNGARY;GOVERNMENT OF JAMAICA;UNITED NATIONS DEVELOPMENT PRO
00085439,JAM,Caribbean,2014,Joint Human Rights Activities,101000,0,,,Others,UNITED NATIONS CHILDREN'S FUND;UNITED NATIONS DEVELOPMENT PRO;UNITED NATIONS POPULATION FUND
00067121,JAM,Caribbean,2014,HCFC Phase out Management Plan -1st Stage Implementation,50387,49863,12;13,9;10;2;4,Others,MONTREAL PROTOCOL
00046228,JAM,Caribbean,2014,"Promoting National Development Goals, MDGs, & Hum. Devt.",47542,34260,,,Others,UNITED NATIONS DEVELOPMENT PRO
00084067,JAM,Caribbean,2014,Trafficking in Persons,45000,24000,,,Others,UNITED NATIONS DEVELOPMENT PRO
